utterance_id,face_track_id,frame_time_seconds,audio_energy_score,mouth_motion_score,active_speaker_score
DiurriBQxVs_turn00195,FACE_04,8.443,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_05,8.443,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_06,8.443,0.000000,0.015346,0.049107
DiurriBQxVs_turn00195,FACE_09,8.443,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_10,8.443,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_11,8.443,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_12,8.443,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_13,8.443,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_03,8.735,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_05,8.735,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_06,8.735,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_09,8.735,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_11,8.735,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_12,8.735,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_14,8.735,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_03,9.026,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_05,9.026,0.000000,0.007599,0.024317
DiurriBQxVs_turn00195,FACE_06,9.026,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_09,9.026,0.000000,0.008026,0.025682
DiurriBQxVs_turn00195,FACE_11,9.026,0.000000,0.000000,0.000000
DiurriBQxVs_turn00195,FACE_12,9.026,0.000000,0.020400,0.065281
DiurriBQxVs_turn00195,FACE_15,9.026,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_00,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_01,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_02,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_03,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_04,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_05,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_06,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_07,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_08,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_09,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_00,0.360,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_01,0.360,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_02,0.360,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_03,0.360,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_04,0.360,0.000000,0.024052,0.076967
DiurriBQxVs_turn00020,FACE_05,0.360,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_06,0.360,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_07,0.360,0.000000,0.006520,0.020864
DiurriBQxVs_turn00020,FACE_08,0.360,0.000000,0.000000,0.000000
DiurriBQxVs_turn00020,FACE_09,0.360,0.000000,0.002614,0.008366
DiurriBQxVs_turn00197,FACE_00,1.714,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_00,1.959,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_00,2.204,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_00,2.449,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_00,2.694,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_01,2.694,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_00,2.938,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_00,3.183,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_00,3.428,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_02,4.652,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_02,4.897,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_03,5.387,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_04,5.877,0.000000,0.000000,0.000000
DiurriBQxVs_turn00197,FACE_05,6.611,0.000000,0.000000,0.000000
DiurriBQxVs_turn00199,FACE_00,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00199,FACE_01,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00199,FACE_02,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00199,FACE_03,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00199,FACE_04,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00199,FACE_05,0.000,0.000000,0.000000,0.000000
DiurriBQxVs_turn00199,FACE_00,0.377,0.000000,0.018369,0.058781
